"pin","year","class","township_code","case_no","hearing_type","subkey","appeal_type","status","mailed_bldg","mailed_land","mailed_tot","certified_bldg","certified_land","certified_tot","change","reason_code1","reason_desc1","reason_code2","reason_desc2","reason_code3","reason_desc3","agent_code","agent_name","row_id"
"02153010471058","2003","299","29","687","Current year appeal","1","condo/coop",,"33935","297","34232","5870","297","6167","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710582003687A1"
"02153010471060","2003","299","29","262","Current year appeal","1","condo/coop",,"28641","297","28938","28641","297","28938","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021530104710602003262A1"
"02153040410000","2003","314","29","265","Current year appeal","1","commercial",,"139200","47952","187152","139200","47952","187152","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"021530404100002003265A1"
"02153040540000","2003","295","29","6000158","Current year appeal","1","residential",,"27808","2986","30794","27808","2986","30794","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"0215304054000020036000158A1"
"02153040660000","2003","295","29","619","Current year appeal","1","residential",,"27704","3100","30804","27704","3100","30804","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021530406600002003619A1"
"02153040670000","2003","295","29","6000315","Current year appeal","1","residential",,"27553","3264","30817","27553","3264","30817","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"0215304067000020036000315A1"
"02154000060000","2003","314","29","626","Current year appeal","1","commercial",,"57593","37303","94896","57593","37303","94896","no change","22","This is due to income, market or cost analysis supporting the assessment.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"021540000600002003626A1"
"02154000350000","2003","593","29","221","Current year appeal","1","commercial",,"87507","35699","123206","17499","35699","53198","change","7","This is the result of the total vacancy of your property.",,,,,,,"021540003500002003221A1"
"02154000440000","2003","314","29","625","Current year appeal","1","commercial",,"86940","43164","130104","86940","43164","130104","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"021540004400002003625A1"
"02154000540000","2003","591","29","352","Current year appeal","1","commercial",,"3683800","89034","3772834","1440365","89034","1529399","change","6","This is the result of the partial occupancy of your property along with an income, market or cost analysis.",,,,,,,"021540005400002003352A1"
"02154010120000","2003","203","29","527","Current year appeal","1","residential",,"15318","4377","19695","15318","4377","19695","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021540101200002003527A1"
"02154010150000","2003","203","29","498","Current year appeal","1","residential",,"15695","4377","20072","15695","4377","20072","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021540101500002003498A1"
"02154010581008","2003","299","29","260","Current year appeal","1","condo/coop",,"15833","722","16555","15833","722","16555","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021540105810082003260A1"
"02154010581034","2003","299","29","261","Current year appeal","1","condo/coop",,"19475","888","20363","19475","888","20363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021540105810342003261A1"
"02154060020000","2003","206","29","525","Current year appeal","1","residential",,"21961","4832","26793","20272","4832","25104","change","1","This is the result of an analysis of comparable properties.",,,,,,,"021540600200002003525A1"
"02154070470000","2003","100","29","9000419","Current year appeal","1","land",,"0","1","1","0","1","1","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0215407047000020039000419A1"
"02154120010000","2003","591","29","9000628","Current year appeal","1","commercial",,"231662","21617","253279","46331","21617","67948","change","7","This is the result of the total vacancy of your property.",,,,,,,"0215412001000020039000628A1"
"02154120020000","2003","591","29","9000628","Current year appeal","1","commercial",,"99481","16957","116438","19894","16957","36851","change","7","This is the result of the total vacancy of your property.",,,,,,,"0215412002000020039000628A1"
"02154190140000","2003","100","29","581","Current year appeal","1","residential",,"6554","1851","8405","0","2545","2545","change","12","This is the result of a change in classification.",,,,,,,"021541901400002003581A1"
"02154190150000","2003","100","29","583","Current year appeal","1","residential",,"6554","1851","8405","0","2545","2545","change","12","This is the result of a change in classification.",,,,,,,"021541901500002003583A1"
"02154190160000","2003","100","29","592","Current year appeal","1","residential",,"8552","1851","10403","0","2545","2545","change","12","This is the result of a change in classification.",,,,,,,"021541901600002003592A1"
"02154190170000","2003","100","29","594","Current year appeal","1","residential",,"8552","1951","10503","0","2682","2682","change","3","This is the result of a factual change in your property records.",,,,,,,"021541901700002003594A1"
"02154200010000","2003","591","29","220","Current year appeal","1","commercial",,"110937","17380","128317","22185","17380","39565","change","7","This is the result of the total vacancy of your property.",,,,,,,"021542000100002003220A1"
"02154310060000","2003","517","29","612","Current year appeal","1","commercial",,"50435","25080","75515","10086","25080","35166","change","7","This is the result of the total vacancy of your property.",,,,,,,"021543100600002003612A1"
"02154320190000","2003","593","29","274","Current year appeal","1","commercial",,"193767","76760","270527","108066","76760","184826","change","6","This is the result of the partial occupancy of your property along with an income, market or cost analysis.",,,,,,,"021543201900002003274A1"
"02154320210000","2003","593","29","275","Current year appeal","1","commercial",,"281115","104793","385908","56222","104793","161015","change","7","This is the result of the total vacancy of your property.",,,,,,,"021543202100002003275A1"
"02154330160000","2003","593","29","540","Current year appeal","1","commercial",,"135983","46874","182857","135983","46874","182857","no change","18","This is due to lack of data having been submitted for our review.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"021543301600002003540A1"
"02154330190000","2003","591","29","565","Current year appeal","1","commercial",,"155000","32313","187313","155000","32313","187313","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"021543301900002003565A1"
