start_station_id,start_station_name,trips,member_trips,casual_trips,classic_trips,electric_trips,docked_trips,rtype_other_trips,mean_start_lat,mean_start_lng,coord_n,dist_sum_m,dist_n
1275.0,Public Rack - Norwood Park Station,18,8,10,0,18,0,0,41.992026,-87.799161,18,37241.5,18
24332,Lavergne Ave & Diversey Ave,18,7,11,12,6,0,0,41.931280,-87.751410,18,64104.5,18
381,Francisco Ave & 47th St,17,6,11,0,17,0,0,41.808475,-87.696742,17,23357.6,17
346,Kedzie Ave & 57th St,17,8,9,0,17,0,0,41.789843,-87.703164,17,56196.1,17
364.0,Homan Ave & Fillmore St,17,5,12,0,17,0,0,41.868105,-87.710821,17,59362.6,17
702,Public Rack - Western Ave & 92nd Pl,17,6,11,0,17,0,0,41.725438,-87.681993,17,44206.8,17
584,Ellis Ave & 83rd St,17,4,13,11,6,0,0,41.738889,-87.595980,17,17597.2,17
863,Public Rack - Karlov Ave & Milwaukee Ave,17,7,10,0,17,0,0,41.942674,-87.729940,17,63890.9,17
508,Public Rack - Pulaski Rd & Fullerton Ave,17,9,8,0,17,0,0,41.924595,-87.727495,17,74869.1,17
20231,East End Ave & 87th St,17,5,12,11,6,0,0,41.736812,-87.582806,17,21838.7,15
493,Public Rack - St Louis Ave & Berteau Ave,17,5,12,0,17,0,0,41.958437,-87.715585,17,33761.4,17
20239,Marquette Ave & 89th St,17,5,12,6,11,0,0,41.733670,-87.558398,17,60509.4,17
21368,Tripp Ave & 31st St,17,5,12,2,15,0,0,41.836982,-87.730499,17,43147.3,17
20120,Stewart Ave & 83rd St,17,6,11,9,8,0,0,41.743714,-87.634082,17,34764.7,17
501,Public Rack - Milwaukee Ave & School St,17,9,8,0,17,0,0,41.940701,-87.726110,17,55514.9,17
21367,Mayfield Ave & Roosevelt Rd,17,9,8,6,11,0,0,41.865698,-87.771757,17,58027.3,17
1202.0,Public Rack - Mango & Higgins,17,11,6,0,17,0,0,41.971685,-87.772326,17,54774.5,17
Corral 4,Weekend Night Parking Area C,17,10,7,0,17,0,0,41.944762,-87.649484,17,45941.0,17
20212,Altgeld Gardens,17,1,16,5,12,0,0,41.656731,-87.598809,17,26693.1,15
24196,Mango Ave & North Ave,17,2,15,7,10,0,0,41.909580,-87.769117,17,22615.1,17
359,Kilbourn & Belden,16,14,2,0,16,0,0,41.922354,-87.739024,16,44047.0,16
957,Public Rack - Langley Ave & Oakwood Blvd,16,4,12,0,16,0,0,41.822833,-87.609545,16,23728.6,16
593,Halsted St & 59th St,16,4,12,8,8,0,0,41.787550,-87.644874,16,34937.3,16
395,Shabbona Park,16,3,13,0,16,0,0,41.944794,-87.799358,16,23641.4,16
1072,Public Rack - Washington Park Ct & 51st St,16,4,12,0,16,0,0,41.802221,-87.615161,16,19493.9,16
582,Phillips Ave & 83rd St,16,7,9,9,7,0,0,41.744530,-87.565067,16,36437.5,16
489,Public Rack - Spaulding Ave & Bryn Mawr Ave,16,5,11,0,16,0,0,41.982954,-87.711427,16,30338.4,16
1195.0,Public Rack - Nashotah & Northwest Hwy,16,4,12,0,16,0,0,41.988128,-87.791371,16,21157.9,16
1223.0,Public Rack - Kenton & Lawrence,16,11,5,0,16,0,0,41.968015,-87.743174,16,65107.3,16
486,Public Rack - California Ave & Devon Ave - NW,16,9,7,0,16,0,0,41.998620,-87.699703,16,35226.3,16
23114,Kildare Ave & 85th St,16,2,14,15,1,0,0,41.736696,-87.729880,16,5636.6,16
502,Public Rack - Milwaukee Ave & Addison St,16,11,5,0,16,0,0,41.946502,-87.735792,16,66430.0,16
857,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,16,3,13,0,16,0,0,41.983065,-87.709838,16,39423.8,16
1225.0,Public Rack - Kenneth & Carmen,16,10,6,0,16,0,0,41.972762,-87.739253,16,40009.0,16
21393,Oketo Ave & Addison St,16,6,10,4,12,0,0,41.944958,-87.811888,16,37457.1,16
24338,Wallace St & Pershing Rd,16,6,10,5,11,0,0,41.823390,-87.641180,16,47952.6,16
24360,Princeton Ave & 95th St,16,2,14,2,14,0,0,41.721750,-87.630750,16,37664.6,16
24322,Overhill Ave & Belmont Ave,16,10,6,10,6,0,0,41.937990,-87.819150,16,23847.0,16
20206,Homewood Ave & 115th St,15,1,14,13,2,0,0,41.684600,-87.670726,15,19059.9,15
1236.0,Public Rack - Parkside & Archer,15,1,14,0,15,0,0,41.795681,-87.763503,15,12283.2,15
485,Public Rack - Sacramento Ave & Devon Ave,15,7,8,0,15,0,0,41.997566,-87.704630,15,22521.4,15
391,Rockwell St & 63rd St,15,6,9,0,15,0,0,41.778792,-87.688593,15,25662.3,15
531,Public Rack - Penn Elementary School / KIPP Ascend Middle School,15,13,2,0,15,0,0,41.858687,-87.722384,15,17188.6,15
1048,Public Rack - Western Ave & 47th Pl,15,8,7,0,15,0,0,41.808047,-87.684716,15,31349.2,15
494,Public Rack - Avers Ave & Irving Park Rd,15,5,10,0,15,0,0,41.953801,-87.724213,15,44516.1,15
392,Homan Ave & 65th St,15,3,12,0,15,0,0,41.775170,-87.708129,15,15278.5,15
775,Public Rack - Kedzie Ave & 58th St,15,7,8,0,15,0,0,41.788285,-87.703562,15,25029.5,15
20220,Avenue L & 114th St,15,1,14,0,15,0,0,41.688032,-87.536552,15,13696.7,15
466,California Ave & 29th St,15,6,9,0,15,0,0,41.840226,-87.694126,15,37394.7,15
24200,Pine Ave & Division St,15,3,12,6,9,0,0,41.901901,-87.763869,15,18066.4,12
24225,Avers Ave & 16th St,15,4,11,9,6,0,0,41.859090,-87.721210,15,17090.8,15
406,Kostner Ave & 63rd St,14,3,11,0,14,0,0,41.778769,-87.732468,14,28838.3,14
583,Stony Island Ave & 82nd St,14,4,10,8,6,0,0,41.746563,-87.585999,14,14064.5,11
1216.0,Public Rack - St Louis & Lincoln,14,2,12,0,14,0,0,41.995632,-87.716358,14,31740.8,14
914,Public Rack - Martin Luther King Dr & 44th St,14,6,8,0,14,0,0,41.814278,-87.616384,14,36332.8,14
20245,Ashland Ave & 74th St,14,6,8,7,7,0,0,41.759227,-87.663475,14,35376.6,14
16970,Bennett Ave & 79th St,14,6,8,10,4,0,0,41.751793,-87.578499,14,29896.4,14
479,Public Rack - California Ave & Touhy Ave - NW,14,9,5,0,14,0,0,42.012135,-87.699857,14,20592.7,14
16953,Vincennes Ave & 75th St,14,5,9,12,2,0,0,41.757970,-87.631210,14,27038.5,14
20125,Halsted St & 104th St,14,7,7,6,8,0,0,41.705147,-87.642431,14,31096.1,14
1200.0,Public Rack - Melvina & Foster,14,1,13,0,14,0,0,41.975594,-87.783455,14,24589.4,14
1111.0,Public Rack - Lavergne Ave & Belle Plaine Ave,14,8,6,0,14,0,0,41.955304,-87.751786,14,22960.3,14
788,Public Rack - Greenwood Ave & Lake Park Ave,14,6,8,0,14,0,0,41.817316,-87.599558,14,34756.1,14
1284.0,Public Rack - Forest Glen Station,14,11,3,0,14,0,0,41.978703,-87.755550,14,38197.8,14
21354,Parkside Ave & Armitage Ave,14,6,8,10,4,0,0,41.916904,-87.767169,14,40111.0,14
21338,California Ave & 36th St,14,4,10,7,7,0,0,41.828137,-87.694646,14,57891.5,14
1211.0,Public Rack - Keating & Peterson,14,14,0,0,14,0,0,41.990137,-87.747149,14,102988.0,14
1124.0,Public Rack - Lotus Ave & Lawrence Ave,14,9,5,0,14,0,0,41.967654,-87.763632,14,30623.9,14
24267,Mozart St & 55th St,14,11,3,4,10,0,0,41.793750,-87.694720,14,38020.0,14
20235,Greenwood Ave & 91st St,14,0,14,14,0,0,0,41.728264,-87.597299,14,0.0,14
634,Public Rack - Oglesby Ave & 95th St,14,1,13,0,14,0,0,41.722484,-87.565738,14,18829.8,14
1180.0,Public Rack - N. Oakview and W. Gregory St,13,3,10,0,13,0,0,41.980125,-87.844010,13,23143.7,13
377,Bloomingdale Ave & Harlem Ave,13,4,9,0,13,0,0,41.912036,-87.805758,13,86539.4,13
572,State St & 76th St,13,8,5,9,4,0,0,41.785729,-87.655858,13,25130.4,12
351,Mulligan Ave & Wellington Ave,13,6,7,0,13,0,0,41.934750,-87.784378,13,50325.3,13
20208,Major Taylor Trail & 124th St,13,1,12,10,3,0,0,41.668696,-87.637124,13,90662.5,12
20113,Dauphin Ave & 103rd St,13,4,9,10,3,0,0,41.707259,-87.607662,13,9435.6,11
1092.0,Public Rack - 56th St & Mulligan Ave,13,0,13,0,13,0,0,41.790488,-87.779988,13,11808.3,13
1150.0,Public Rack - Bryn Mawr Ave & Spaulding Ave,13,2,11,0,13,0,0,41.983082,-87.711623,13,22647.6,13
673,Public Rack - Avenue M & 132nd St,13,0,13,0,13,0,0,41.655689,-87.537552,13,8998.9,13
776,Public Rack - Komensky Ave & 59th St,13,7,6,0,13,0,0,41.786058,-87.723644,13,15426.5,13
610,Public Rack - Langley Ave & 105th Pl,13,2,11,0,13,0,0,41.702383,-87.606464,13,22914.4,13
21307,Leamington Ave & Hirsch St,13,6,7,4,9,0,0,41.905847,-87.754854,13,9972.1,13
23126,Springfield Ave & 80th St,13,0,13,13,0,0,0,41.747630,-87.719450,13,20605.8,13
21418,Mozart St & Jackson Blvd,13,8,5,2,11,0,0,41.877500,-87.697400,13,46287.0,13
20238,Greenwood Ave & 97th St,12,1,11,7,5,0,0,41.718704,-87.597026,12,10888.5,11
1171.0,Public Rack - Overhill Ave & Touhy Ave,12,4,8,0,12,0,0,42.011526,-87.818940,12,41139.8,12
308,Major Ave & Bloomingdale Ave,12,2,10,0,12,0,0,41.912605,-87.768616,12,38807.8,12
490,Public Rack - Kimball Ave & Carmen Ave,12,7,5,0,12,0,0,41.973940,-87.713331,12,30632.1,12
384,Kedzie Ave & 52nd St,12,1,11,0,12,0,0,41.799066,-87.703468,12,14270.2,12
906,Public Rack - Prairie Ave & Garfield Blvd S,12,8,4,0,12,0,0,41.794356,-87.619078,12,21415.1,12
991,Public Rack - Western Ave & 96th St,12,12,0,0,12,0,0,41.718637,-87.681661,12,18241.4,12
550,Public Rack - Laramie Ave & Grand Ave,12,7,5,0,12,0,0,41.917245,-87.756059,12,22371.9,12
1126.0,Public Rack - Laramine Ave & Winnemac Ave,12,6,6,0,12,0,0,41.971817,-87.757558,12,46395.3,12
20201,Kedzie Ave & 104th St,12,1,11,0,12,0,0,41.703807,-87.701381,12,18602.8,12
1115.0,Public Rack - Milwaukee Ave & Leland Ave,12,6,6,0,12,0,0,41.966077,-87.759246,12,26190.0,12
1205.0,Public Rack - Lynch & Elston,12,8,4,0,12,0,0,41.980971,-87.761353,12,39013.3,12
24285,Kildare Ave & Archer Ave,12,8,4,7,5,0,0,41.800330,-87.730789,12,20272.9,12
21349,Spaulding Ave & 63rd,12,10,2,7,5,0,0,41.779165,-87.705639,12,21730.2,12
21421,Albany Ave & Douglas Blvd,12,6,6,2,10,0,0,41.863192,-87.703073,12,29148.8,11
950,Public Rack - Woodlawn Ave & 63rd St S,11,6,5,0,11,0,0,41.779680,-87.596039,11,24489.9,11
380,Fairfield Ave & 44th St,11,3,8,0,11,0,0,41.813569,-87.693140,11,12010.5,11
419,Sacramento Blvd & Polk St,11,2,9,0,11,0,0,41.870960,-87.700267,11,28668.0,11
331.0,Pulaski Rd & 21st St,11,3,8,0,11,0,0,41.853468,-87.724561,11,13380.9,11
544,Public Rack - Laramie Ave & Belmont Ave,11,6,5,0,11,0,0,41.938694,-87.755623,11,39099.6,11
330.0,Keeler Ave & Roosevelt Rd,11,8,3,0,11,0,0,41.866398,-87.729991,11,17269.6,11
20202,W 103rd St & S Avers Ave,11,1,10,0,11,0,0,41.705859,-87.717085,11,14449.8,11
1213.0,Public Rack - Kostner & Peterson,11,10,1,0,11,0,0,41.989936,-87.738010,11,36383.0,11
20126,S Aberdeen St & W 106th St,11,1,10,0,11,0,0,41.701229,-87.649345,11,20177.1,11
333.0,Kildare & Cermak,11,4,7,0,11,0,0,41.851433,-87.732137,11,24975.2,11
20134,Maryland Ave & 104th St,11,1,10,0,11,0,0,41.705607,-87.602931,11,16476.3,11
1102.0,Public Rack - Central Ave & Pensacola Ave,11,7,4,0,11,0,0,41.960018,-87.767185,11,46341.1,11
1088.0,Public Rack - Natoma Ave & 61st St,11,0,11,0,11,0,0,41.780770,-87.787594,11,10533.5,11
465,Troy Ave & 27th St,11,8,3,0,11,0,0,41.842655,-87.704053,11,32089.3,11
1104.0,Public Rack - Irving Park Rd & Austin Ave,11,5,6,0,11,0,0,41.953093,-87.777123,11,50417.3,11
24194,Laramie Ave & Bloomingdale Ave,11,5,6,1,10,0,0,41.914303,-87.755721,11,68017.3,11
736,Public Rack - Jeffrey Blvd & 71st St,11,9,2,0,11,0,0,41.766329,-87.576167,11,25974.3,11
1145.0,Public Rack - Peterson Ave & Milwaukee Ave,11,2,9,0,11,0,0,41.989826,-87.780929,11,18997.8,11
841,Public Rack - Damen Ave & 47th St,11,2,9,0,11,0,0,41.808877,-87.675139,11,13222.4,11
913,Public Rack - 532 E 43rd St,10,5,5,0,10,0,0,41.816801,-87.613256,10,37715.2,10
452,Richmond St & Lincoln Ave,10,8,2,0,10,0,0,41.988338,-87.703046,10,20863.1,10
647,Racine Ave & 57th St,10,5,5,2,8,0,0,41.789590,-87.654689,10,26293.1,10
23116,Columbus Ave & 83rd Pl,10,1,9,5,5,0,0,41.741352,-87.713642,10,13426.2,10
1172.0,Public Rack - Touhy Ave & Oconto Ave,10,0,10,0,10,0,0,42.011772,-87.807630,10,17407.8,10
1277.0,Public Rack - Peterson Park,10,7,3,0,10,0,0,41.978710,-87.755534,10,25599.5,10
876,Public Rack - Throop St & 109th Pl,10,6,4,0,10,0,0,41.694801,-87.654098,10,1281.2,10
1181.0,Public Rack - Delphina & Foster,10,5,5,0,10,0,0,41.973648,-87.841089,10,20715.6,10
822,Public Rack - Talman Ave & 51st St,10,6,4,0,10,0,0,41.800937,-87.690871,10,31927.9,10
24246,Archer Ave & Homan Ave,10,6,4,2,8,0,0,41.811532,-87.708852,10,17328.2,10
1128.0,Public Rack - 4810 Keeler Ave,10,6,4,0,10,0,0,41.968494,-87.733032,10,10403.0,10
24365,Mason Ave & Montrose Ave,10,7,3,9,1,0,0,41.960560,-87.775880,10,15890.6,10
20227,Bradley Park,9,1,8,5,4,0,0,41.717878,-87.564592,9,5089.1,9
403,Kildare Ave & 55th St,9,2,7,0,9,0,0,41.793351,-87.730589,9,19143.7,9
565,Public Rack - Austin Ave & Wrightwood Ave,9,4,5,0,9,0,0,41.927566,-87.775765,9,13446.1,9
984,Public Rack - Ashland Ave & 91st St,9,9,0,0,9,0,0,41.728390,-87.662734,9,12779.1,9
1214.0,Public Rack - Pulaski & Rosemont,9,7,2,0,9,0,0,41.995214,-87.728983,9,16927.1,9
999,Public Rack - Champlain Ave & 65th St,9,2,7,0,9,0,0,41.775844,-87.609338,9,24724.5,9
1055,Public Rack - Kedzie Ave & Chicago Ave,9,7,2,0,9,0,0,41.895538,-87.706350,9,21372.1,9
1187.0,Public Rack - Odell & Talcott,9,5,4,0,9,0,0,41.987277,-87.810153,9,32627.5,9
20225,Commercial Ave & 100th St,9,3,6,7,2,0,0,41.713316,-87.551112,9,17434.8,9
348,Western Ave & 62nd St,9,2,7,0,9,0,0,41.780983,-87.683461,9,7839.0,9
1219.0,Public Rack - Kimball & Ardmore,9,4,5,0,9,0,0,41.987029,-87.713937,9,30477.4,9
1183.0,Public Rack - Canfield & Victoria,9,4,5,0,9,0,0,41.985040,-87.823172,9,6377.5,9
24199,Monitor Ave & Division St,9,2,7,7,2,0,0,41.901920,-87.771780,9,10777.5,8
1208.0,Public Rack - Central & Prescott,9,2,7,0,9,0,0,41.992783,-87.765585,9,10432.3,9
24130,Western Ave & 81st St,9,3,6,5,4,0,0,41.746421,-87.682580,9,20664.1,9
541,Public Rack - Laramie Ave & Warwick Ave,9,1,8,0,9,0,0,41.948812,-87.757130,9,21541.6,9
24402,Ewing Ave & 106th St,9,2,7,1,8,0,0,41.702673,-87.535644,9,8156.6,9
353,Meade Ave & Diversey Ave,8,2,6,0,8,0,0,41.930862,-87.778458,8,12586.0,8
1271.0,Public Rack - Western & 83rd,8,8,0,0,8,0,0,41.743583,-87.682835,8,15859.0,8
958,Public Rack - State ST & 42nd St,8,2,6,0,8,0,0,41.819084,-87.626413,8,18507.0,8
20221,Torrence Ave & 106th St,8,1,7,4,4,0,0,41.702825,-87.559773,8,10693.7,8
387,St Louis Ave & 59th St,8,6,2,0,8,0,0,41.785876,-87.710557,8,10346.8,8
1033,Public Rack - Pulaski Rd & 65th St,8,3,5,0,8,0,0,41.773567,-87.722789,8,21085.1,8
745,Public Rack - Halsted St & 63rd St,8,7,1,0,8,0,0,41.779844,-87.641456,8,67438.7,8
383,Campbell Ave & 51st St,8,1,7,0,8,0,0,41.800944,-87.686772,8,21335.5,8
20236,Stony Island Ave & 90th St,8,5,3,5,3,0,0,41.731345,-87.585700,8,15406.8,8
1132.0,Public Rack - Lawrence Ave & Kimball Ave,8,4,4,0,8,0,0,41.968298,-87.712627,8,18122.2,8
20111,Olive Harvey College,8,1,7,5,3,0,0,41.709573,-87.590233,8,14071.2,8
1141.0,Public Rack - Holbrook St & Milwaukee Ave,8,5,3,0,8,0,0,41.992287,-87.783306,8,36416.3,8
815,Public Rack - Forrestville Ave & 47th St,8,6,2,0,8,0,0,41.809371,-87.612960,8,28938.7,8
1231.0,Public Rack - Neenah & Archer,8,0,8,0,8,0,0,41.792139,-87.785409,8,17189.6,8
860,Public Rack - Christiana Ave & Lawrence Ave,8,5,3,0,8,0,0,41.968534,-87.712532,8,23314.0,8
859,Public Rack - Spaulding Ave & Foster Ave,8,7,1,0,8,0,0,41.975864,-87.710277,8,10712.4,8
21375,Long Ave & North Ave,8,0,8,1,7,0,0,41.909177,-87.760955,8,21886.0,8
695,Public Rack - Western Ave & 100th St,8,4,4,0,8,0,0,41.711748,-87.681946,8,11178.3,8
1087.0,Public Rack - Sayre Ave & 59th St,8,0,8,0,8,0,0,41.784683,-87.795832,8,7813.0,8
23124,Wood St & 84th St,8,2,6,5,3,0,0,41.741193,-87.668135,8,499.1,6
1197.0,Public Rack - Northwest Hwy & Bryn Mawr,8,5,3,0,8,0,0,41.983003,-87.782647,8,35055.4,8
327,Plainfield & Irving Park,8,0,8,0,8,0,0,41.952031,-87.833240,8,4638.5,8
20133,Woodlawn & 103rd,8,1,7,0,8,0,0,41.707338,-87.593990,8,8583.8,8
24347,Hamilton Park,8,1,7,2,6,0,0,41.762516,-87.637352,8,12906.5,8
482,Public Rack - Chase Ave & Touhy Ave - NE,8,4,4,0,8,0,0,42.014558,-87.690133,8,10416.3,8
1028,Public Rack - Whipple St & 63rd St,8,2,6,0,8,0,0,41.778842,-87.699777,8,10907.2,8
24279,Lawndale Ave & 59th St,8,3,5,3,5,0,0,41.786380,-87.715700,8,17476.8,8
874,Public Rack - Elizabeth St & 115th St,8,6,2,0,8,0,0,41.684942,-87.652660,8,9749.4,8
365.0,Kildare Ave & 26th St,7,1,6,0,7,0,0,41.844227,-87.732229,7,4867.9,7
378,Nordica & Medill,7,1,6,0,7,0,0,41.922278,-87.802051,7,15585.5,7
875,Public Rack - Halsted St & 111th St,7,6,1,0,7,0,0,41.691891,-87.642502,7,10549.4,7
836,Public Rack - Kedzie Ave & Archer Ave,7,1,6,0,7,0,0,41.813605,-87.704852,7,3479.6,7
652,Rhodes Ave & 71st St,7,3,4,2,5,0,0,41.761306,-87.603723,7,16213.6,7
325,Harlem Ave & Grace St,7,2,5,0,7,0,0,41.948928,-87.806840,7,11501.9,7
1091.0,Public Rack - Mulligan Ave & 56th St,7,1,6,0,7,0,0,41.790514,-87.780002,7,15680.3,7
407,Tripp Ave & 65th St,7,0,7,0,7,0,0,41.774953,-87.728835,7,14322.3,7
1222.0,Public Rack - Central Park & Bryn Mawr,7,3,4,0,7,0,0,41.982885,-87.719581,7,13614.7,7
1227.0,Public Rack - Monticello & Lawrence,7,2,5,0,7,0,0,41.968138,-87.719494,7,40669.9,7
1279.0,Public Rack - Richard Daley College,7,0,7,0,7,0,0,41.754815,-87.723647,7,7605.3,7
937,Public Rack - King Dr & 115th St,7,2,5,0,7,0,0,41.685325,-87.613355,7,11747.7,7
679,Public Rack - Western Ave & 111th St - SW,7,3,4,0,7,0,0,41.691635,-87.681624,7,15841.1,7
972,Public Rack - Normal Ave & 111th St,7,0,7,0,7,0,0,41.692345,-87.635518,7,14776.7,7
722,Public Rack - Racine Ave & 74th St,7,7,0,0,7,0,0,41.759430,-87.654037,7,6101.8,7
336,La Villita Park (Albany/30th),7,0,7,0,7,0,0,41.839267,-87.702038,7,14755.2,7
1058,Public Rack - Kildare Ave & North Ave,7,4,3,0,7,0,0,41.909888,-87.734030,7,9663.6,7
1192.0,Public Rack - Central & Leland,7,2,5,0,7,0,0,41.965405,-87.767359,7,20675.2,7
1242.0,Public Rack - Cicero & 64th,7,0,7,0,7,0,0,41.776467,-87.742426,7,13225.8,7
20243,Michigan Ave & 114th St,7,2,5,2,5,0,0,41.687023,-87.621078,7,16055.6,7
629,Public Rack - Michigan Ave & 96th St,7,0,7,0,7,0,0,41.718849,-87.620716,7,14601.1,7
20237,Yates Blvd & 93rd St,7,1,6,5,2,0,0,41.726166,-87.566276,7,9692.6,6
1129.0,Public Rack - Elston Ave & Kenneth Ave,7,5,2,0,7,0,0,41.967612,-87.739624,7,29970.0,7
885,Public Rack - Ada St & 79th St,7,5,2,0,7,0,0,41.750546,-87.657206,7,18391.7,7
954,Public Rack - Prairie Ave & Garfield Blvd N,7,2,5,0,7,0,0,41.794809,-87.618907,7,18427.3,7
1122.0,Public Rack - Winona St & Elston Ave,7,3,4,0,7,0,0,41.974357,-87.750395,7,31871.6,7
856,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,7,3,4,0,7,0,0,41.982886,-87.710591,7,17631.6,7
24362,Wentworth Ave & 92nd St,7,3,4,0,7,0,0,41.727140,-87.628860,7,9668.8,7
24375,Wabash Ave & 59th St,7,2,5,1,6,0,0,41.787150,-87.623950,7,35575.9,7
24420,Michigan Ave & 105th St,7,0,7,0,7,0,0,41.703460,-87.620370,7,4658.3,7
24407,Baltimore Ave & 133rd St,7,1,6,1,6,0,0,41.653490,-87.547030,7,7356.4,7
615,Public Rack - Avenue J & 106th St,6,1,5,0,6,0,0,41.702690,-87.533476,6,30735.2,6
334.0,Lawndale Ave & 30th St,6,0,6,0,6,0,0,41.838907,-87.716833,6,14415.2,6
690,Public Rack - Western Ave & 106th St - East,6,0,6,0,6,0,0,41.700450,-87.681349,6,8014.2,6
524,Public Rack - Central Park Ave & Fillmore St,6,3,3,0,6,0,0,41.868078,-87.715582,6,10595.2,6
337,Hoyne Ave & 34th St,6,2,4,0,6,0,0,41.832009,-87.677850,6,6314.0,6
339,Sacramento Ave & Pershing Rd,6,2,4,0,6,0,0,41.822310,-87.699653,6,4166.0,6
1118.0,Public Rack - Mont Clare Ave & Higgins Ave,6,5,1,0,6,0,0,41.980648,-87.805052,6,9738.1,6
345,Artesian Ave & 55th St,6,3,3,0,6,0,0,41.794041,-87.685813,6,18327.1,6
366.0,Spaulding Ave & 16th St,6,5,1,0,6,0,0,41.858925,-87.707964,6,2247.9,6
371,Kildare Ave & Chicago Ave,6,1,5,0,6,0,0,41.895437,-87.733546,6,15579.0,6
566,Public Rack - Narragansett Ave & Fullerton Ave,6,3,3,0,6,0,0,41.923774,-87.784458,6,9026.8,6
890,Public Rack - Colfax Ave & 83rd St,6,3,3,0,6,0,0,41.744648,-87.561073,6,7436.3,6
696,Public Rack - Hamilton Ave & 95th St,6,1,5,0,6,0,0,41.720937,-87.676482,6,17353.8,6
805,Public Rack - Neva Ave & Grand Ave,6,3,3,0,6,0,0,41.923789,-87.804821,6,26191.2,6
1103.0,Public Rack - Irving Park Rd & Menard Ave,6,3,3,0,6,0,0,41.953228,-87.772265,6,14594.5,6
1177.0,Public Rack - Sayer & Northwest Hwy,6,2,4,0,6,0,0,41.994376,-87.802550,6,11345.1,6
1029,Public Rack - Maplewood Ave & 63rd St,6,2,4,0,6,0,0,41.779196,-87.686622,6,4342.1,6
1107.0,Public Rack - Milwaukee Ave & Warner Ave,6,4,2,0,6,0,0,41.956281,-87.750789,6,30373.8,6
1201.0,Public Rack - Austin & Higgins,6,3,3,0,6,0,0,41.973074,-87.777860,6,4258.5,6
20119,Elizabeth St & 92nd St,6,2,4,1,5,0,0,41.726821,-87.654324,6,7827.4,6
18025,Carpenter St & 63rd St,6,1,5,0,6,0,0,41.779891,-87.650948,6,6371.4,6
1176.0,Public Rack - Imlay & Milwaukee,6,0,6,0,6,0,0,41.998983,-87.789571,6,14930.3,6
558,Public Rack - Michele Clark Magnet High School,6,5,1,0,6,0,0,41.872856,-87.753399,6,26914.4,6
988,Public Rack - Western Ave & 110th St,6,5,1,0,6,0,0,41.694456,-87.681492,6,5487.2,6
724,Public Rack - Halsted St & 76th St,6,1,5,0,6,0,0,41.755889,-87.644121,6,6093.4,6
1146.0,Public Rack - Bryn Mawr Ave & Milwaukee Ave,6,0,6,0,6,0,0,41.982880,-87.774415,6,8888.9,6
1056,Public Rack - Sawyer Ave & Chicago Ave,6,5,1,0,6,0,0,41.895493,-87.708134,6,15068.8,6
556,Throop St & 52nd St,6,5,1,2,4,0,0,41.813825,-87.672746,6,6741.3,6
509,Public Rack - Mozart Elementary School,6,4,2,0,6,0,0,41.921309,-87.722300,6,34320.6,6
24321,Oconto Ave & Belmont Ave,6,2,4,4,2,0,0,41.937830,-87.807880,6,11590.2,6
21363,Tripp Ave & 15th St,6,3,3,1,5,0,0,41.860763,-87.731366,6,6893.0,6
24220,Homan Ave & Arthington Ave,6,5,1,1,5,0,0,41.869630,-87.710550,6,12630.7,6
24250,Rockwell St & 47th St,6,2,4,5,1,0,0,41.808530,-87.689420,6,7637.0,6
21340,Pulaski Rd & Ann Lurie Pl,6,2,4,5,1,0,0,41.816440,-87.724800,6,10468.3,6
902,Public Rack - Hoyne Ave & 110th Pl,5,4,1,0,5,0,0,41.692333,-87.674009,5,5884.0,5
1133.0,Public Rack - Bernard St & Foster Ave,5,2,3,0,5,0,0,41.975699,-87.712803,5,8569.9,5
386,Rockwell St & 57th St,5,0,5,0,5,0,0,41.790394,-87.688927,5,4974.3,5
832,Public Rack - Christiana Ave & Archer Ave,5,1,4,0,5,0,0,41.811822,-87.707811,5,6074.3,5
757,Public Rack - Kedzie Ave & 63rd St,5,3,2,0,5,0,0,41.778806,-87.703000,5,6070.1,5
338,California Ave & 36th St,5,0,5,0,5,0,0,41.828239,-87.694522,5,12792.3,5
791,Public Rack - Mason Ave & Roosevelt Rd,5,2,3,0,5,0,0,41.865588,-87.772404,5,4795.0,5
367,Mayfield & Roosevelt Rd,5,4,1,0,5,0,0,41.865715,-87.771734,5,12170.6,5
1095.0,Public Rack - Mobile Ave & Archer Ave,5,2,3,0,5,0,0,41.792872,-87.780330,5,5139.3,5
498,Public Rack - Avondale Ave & Addison St,5,2,3,0,5,0,0,41.946518,-87.719908,5,11256.7,5
563,Public Rack - Central Ave & George St,5,4,1,0,5,0,0,41.932606,-87.766251,5,13255.7,5
1018,Public Rack - Kostner Ave & Wrightwood Ave,5,5,0,0,5,0,0,41.927864,-87.735812,5,7589.6,5
741,Public Rack - The Montessori School of Englewood,5,1,4,0,5,0,0,41.767699,-87.667667,5,10548.0,5
947,Public Rack - Exchange Ave & 73rd Pl,5,5,0,0,5,0,0,41.762588,-87.563956,5,17779.6,5
552,Public Rack - Cicero Ave & Cortland St - midblock,5,3,2,0,5,0,0,41.915668,-87.745950,5,12172.0,5
734,Public Rack - South Shore High School,5,2,3,0,5,0,0,41.756456,-87.579652,5,7552.0,5
