NAME,B19013_001E,B25003_001E,B25003_002E,B25003_003E,B25002_001E,B25002_003E,state,county,tract
"Census Tract 8402, Cook County, Illinois",51771,861,612,249,892,31,17,031,840200
"Census Tract 8403, Cook County, Illinois",74722,1314,968,346,1415,101,17,031,840300
"Census Tract 8404, Cook County, Illinois",77768,1223,963,260,1305,82,17,031,840400
"Census Tract 8407, Cook County, Illinois",106250,1277,577,700,1429,152,17,031,840700
"Census Tract 8408, Cook County, Illinois",47572,956,436,520,1041,85,17,031,840800
"Census Tract 8410, Cook County, Illinois",105625,675,345,330,690,15,17,031,841000
"Census Tract 8411, Cook County, Illinois",43527,2952,1228,1724,3091,139,17,031,841100
"Census Tract 8412, Cook County, Illinois",62819,1796,364,1432,2038,242,17,031,841200
"Census Tract 8413, Cook County, Illinois",69327,1930,926,1004,2060,130,17,031,841300
"Census Tract 8415, Cook County, Illinois",24706,858,151,707,1136,278,17,031,841500
"Census Tract 8417, Cook County, Illinois",45854,610,158,452,849,239,17,031,841700
"Census Tract 8418, Cook County, Illinois",50964,894,453,441,1173,279,17,031,841800
"Census Tract 8419, Cook County, Illinois",136955,1669,1109,560,1793,124,17,031,841900
"Census Tract 8420, Cook County, Illinois",135341,381,200,181,384,3,17,031,842000
"Census Tract 8421, Cook County, Illinois",60741,2096,1140,956,2225,129,17,031,842100
"Census Tract 8422, Cook County, Illinois",95174,2477,841,1636,2736,259,17,031,842200
"Census Tract 8423, Cook County, Illinois",173082,1752,795,957,1842,90,17,031,842300
"Census Tract 8424, Cook County, Illinois",100870,1398,873,525,1546,148,17,031,842400
"Census Tract 8425, Cook County, Illinois",36955,953,79,874,1030,77,17,031,842500
"Census Tract 8426, Cook County, Illinois",91667,1620,1025,595,1796,176,17,031,842600
"Census Tract 8428, Cook County, Illinois",56667,2206,1240,966,2356,150,17,031,842800
"Census Tract 8429, Cook County, Illinois",21521,1512,239,1273,1562,50,17,031,842900
"Census Tract 8430, Cook County, Illinois",21726,1132,182,950,1270,138,17,031,843000
"Census Tract 8431, Cook County, Illinois",61648,517,143,374,617,100,17,031,843100
"Census Tract 8432, Cook County, Illinois",70525,983,305,678,1057,74,17,031,843200
"Census Tract 8433, Cook County, Illinois",65278,416,60,356,490,74,17,031,843300
"Census Tract 8434, Cook County, Illinois",43021,475,250,225,552,77,17,031,843400
"Census Tract 8435, Cook County, Illinois",55833,190,111,79,231,41,17,031,843500
"Census Tract 8436, Cook County, Illinois",71359,1391,428,963,1636,245,17,031,843600
"Census Tract 8437, Cook County, Illinois",134000,1024,628,396,1106,82,17,031,843700
"Census Tract 8438, Cook County, Illinois",57885,744,337,407,876,132,17,031,843800
"Census Tract 8439, Cook County, Illinois",47760,2148,931,1217,2396,248,17,031,843900
"Census Tract 8446, Cook County, Illinois",56848,851,190,661,909,58,17,031,844600
"Census Tract 8447, Cook County, Illinois",69583,683,270,413,875,192,17,031,844700
"Census Tract 9800, Cook County, Illinois",-666666666,0,0,0,0,0,17,031,980000
"Census Tract 9801, Cook County, Illinois",-666666666,0,0,0,0,0,17,031,980100
"Census Tract 9900, Cook County, Illinois",-666666666,0,0,0,0,0,17,031,990000
